SEMANA,Fecha,Turno,TAC,Op. Envasado,Código,Formato,%Proteína,Categoría,Lote,FP,FV,AGREGADO,LINEA,ESTADO ,NUMERO DE VERSION,LEGIBILIDAD,Observaciones ,Accion Inmediata 
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
8,2/17/2025,II,DAGUIRREG,MIGUEL LEYTON,7500203,0.8,35,TER,PE250217A0,2/17/2025,2/12/26,EXT,E2,CONFORME ,V3,CONFORME,,
8,2/17/2025,II,DAGUIRREG,MIGUEL LEYTON,7530497,0.8,35,KAT,PE250217B0,2/17/2025,2/12/26,-,E2,CONFORME ,V3,CONFORME,,
8,2/17/2025,II,DAGUIRREG,MIGUEL LEYTON,7530497,0.8,35,KAT,PE250217C0,2/17/2025,2/12/26,-,E2,CONFORME ,V3,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
8,2/17/2025,III,DAGUIRREG,MIGUEL LEYTON,7549044,0.8,35,CLA,PE250217A0,2/17/2025,2/12/26,EXT,E2,CONFORME ,V3,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
8,2/17/2025,III,DAGUIRREG,MIGUEL LEYTON,7549044,0.8,35,CLA,PE250217A0,2/17/2025,2/12/26,EXT,E2,CONFORME ,V3,CONFORME,,
8,2/17/2025,III,DAGUIRREG,MIGUEL LEYTON,7549054,0.8,35,TER,PE250217B0,2/17/2025,2/12/26,EXT,E2,CONFORME ,V3,CONFORME,,
8,2/17/2025,III,DAGUIRREG,MIGUEL LEYTON,7530497,0.8,35,KAT,PE250217C0,2/17/2025,2/12/26,-,E2,CONFORME ,V3,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
8,2/18/2025,I,OVASQUEZC,Kempes C,7549044,0.8,35,CLA,PE250218A0,2/18/2025,2/13/2026,EXT,E2,CONFORME ,V3,CONFORME,,
8,2/18/2025,I,OVASQUEZC,Kempes C,7549054,0.8,35,TER,PE250218B0,2/18/2025,2/13/2026,EXT,E2,CONFORME ,V3,CONFORME,,
8,2/18/2025,I,OVASQUEZC,Kempes C,7530497,0.8,35,KAT,PE250218C0,2/18/2025,2/13/2026,-,E2,CONFORME ,V3,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
8,2/18/2025,II,DAGUIRREG,MIGUEL LEYTON,7549044,0.8,35,CLA,PE250218A0,2/18/2025,2/13/2026,EXT,E2,CONFORME ,V3,CONFORME,,
8,2/18/2025,II,DAGUIRREG,MIGUEL LEYTON,7549054,0.8,35,TER,PE250218B0,2/18/2025,2/13/2026,EXT,E2,CONFORME ,V3,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
8,2/18/2025,III,DAGUIRREG,MIGUEL LEYTON,7549044,0.8,35,CLA,PE250218A0,2/18/2025,2/13/2026,EXT,E2,CONFORME ,V3,CONFORME,,
8,2/18/2025,III,DAGUIRREG,MIGUEL LEYTON,7530496,0.8,35,TER,PE250218B0,2/18/2025,2/13/2026,EXT,E2,CONFORME ,V4,CONFORME,,
8,2/18/2025,III,DAGUIRREG,MIGUEL LEYTON,7530497,0.8,35,KAT,PE250218C0,2/18/2025,2/13/2026,-,E2,CONFORME ,V3,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
8,2/19/2025,I,OVASQUEZC,Kempes C,7549044,0.8,35,CLA,PE250219A0,2/19/2025,2/14/2026,EXT,E2,CONFORME ,V3,CONFORME,,
8,2/19/2025,I,OVASQUEZC,Kempes C,7530496,0.8,35,TER,PE250219B0,2/19/2025,2/14/2026,EXT,E2,CONFORME ,V4,CONFORME,,
8,2/19/2025,I,OVASQUEZC,Kempes C,7530497,0.8,35,KAT,PE250219C0,2/19/2025,2/14/2026,-,E2,CONFORME ,V3,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
8,2/19/2025,II,JParedesA,MIGUEL LEYTON,7530497,0.8,35,KAT,PE250219C0,2/19/2025,2/14/2026,-,E2,CONFORME ,V3,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
8,2/19/2025,III,JParedesA,MIGUEL LEYTON,7530497,0.8,35,KAT,PE250219C0,2/19/2025,2/14/2026,-,E2,CONFORME ,V3,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
8,2/19/2025,III,JParedesA,MIGUEL LEYTON,7530497,0.8,35,KAT,PE250219A0,2/19/2025,2/14/2026,-,E2,CONFORME ,V3,CONFORME,,
8,2/19/2025,III,JParedesA,MIGUEL LEYTON,7530497,0.8,35,KAT,PE250219C0,2/19/2025,2/14/2026,-,E2,CONFORME ,V3,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
8,2/19/2025,I,DAGUIRREG,MIGUEL LEYTON,7530497,0.8,35,KAT,PE250219C0,2/19/2025,2/14/2026,-,E2,CONFORME ,V3,CONFORME,,
8,2/20/2025,I,DAGUIRREG,MIGUEL LEYTON,7530497,0.8,35,KAT,PE250220A0,2/20/2025,2/15/2026,-,E2,CONFORME ,V3,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
8,2/20/2025,II,DAGUIRREG,MIGUEL LEYTON,7530497,0.8,35,KAT,PE250220C0,2/20/2025,2/15/2026,-,E2,CONFORME ,V3,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
8,2/20/2025,II,JParedesA,MIGUEL LEYTON,7530497,0.8,35,KAT,PE250220A0,2/20/2025,2/15/2026,-,E2,CONFORME ,V3,CONFORME,,
8,2/20/2025,II,JParedesA,MIGUEL LEYTON,7530497,0.8,35,KAT,PE250220C0,2/20/2025,2/15/2026,-,E2,CONFORME ,V3,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
8,2/20/2025,III,JParedesA,MIGUEL LEYTON,7530497,0.8,35,KAT,PE250220A0,2/20/2025,2/15/2026,-,E2,CONFORME ,V3,CONFORME,,
8,2/20/2025,III,JParedesA,MIGUEL LEYTON,7530497,0.8,35,KAT,PE250220C0,2/20/2025,2/15/2026,-,E2,CONFORME ,V3,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
8,2/21/2025,I,DAGUIRREG,MIGUEL LEYTON,7530497,0.8,35,KAT,PE250221A0,2/21/2025,2/16/2026,-,E2,CONFORME ,V3,CONFORME,,
8,2/21/2025,I,DAGUIRREG,MIGUEL LEYTON,7530497,0.8,35,KAT,PE250221C0,2/21/2025,2/16/2026,-,E2,CONFORME ,V3,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
8,2/21/2025,I,DAGUIRREG,MIGUEL LEYTON,7530497,0.8,35,KAT,PE250221C0,2/21/2025,2/16/2026,-,E2,CONFORME ,V3,CONFORME,,
8,2/21/2025,I,DAGUIRREG,MIGUEL LEYTON,7530497,0.8,35,KAT,PE250221C0,2/21/2025,2/16/2026,-,E2,CONFORME ,V3,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
8,2/21/2025,II,OVASQUEZC,Kempes C,7530497,0.8,35,KAT,PE250221A0,2/21/2025,2/16/2026,-,E2,CONFORME ,V3,CONFORME,,
8,2/21/2025,II,OVASQUEZC,Kempes C,7530497,0.8,35,KAT,PE250221C0,2/21/2025,2/16/2026,-,E2,CONFORME ,V3,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
8,2/22/2025,I,DAGUIRREG,MIGUEL LEYTON,7530497,0.8,35,KAT,PE250222A0,2/22/2025,2/17/2026,-,E2,CONFORME ,V3,CONFORME,,
8,2/22/2025,I,DAGUIRREG,MIGUEL LEYTON,7530497,0.8,35,KAT,PE250222C0,2/22/2025,2/17/2026,-,E2,CONFORME ,V3,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
8,2/22/2025,II,OVASQUEZC,Kempes C,7530497,0.8,35,KAT,PE250222A0,2/22/2025,2/17/2026,-,E2,CONFORME ,V3,CONFORME,,
8,2/22/2025,II,OVASQUEZC,Kempes C,7530497,0.8,35,KAT,PE250222C0,2/22/2025,2/17/2026,-,E2,CONFORME ,V3,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
9,2/23/2025,I,DAGUIRREG,MIGUEL LEYTON,7530497,0.8,35,KAT,PE250223A0,2/23/2025,2/18/2026,-,E2,CONFORME ,V3,CONFORME,,
9,2/23/2025,I,DAGUIRREG,MIGUEL LEYTON,7530497,0.8,35,KAT,PE250223C0,2/23/2025,2/18/2026,-,E2,CONFORME ,V3,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
9,2/23/2025,II,OVASQUEZC,Kempes C,7530497,0.8,35,KAT,PE250223A0,2/23/2025,2/18/2026,-,E2,CONFORME ,V3,CONFORME,,
9,2/23/2025,II,OVASQUEZC,Kempes C,7530497,0.8,35,KAT,PE250223C0,2/23/2025,2/18/2026,-,E2,CONFORME ,V3,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
9,2/24/2025,I,DAGUIRREG,MIGUEL LEYTON,7530497,0.8,35,KAT,PE250224A0,2/24/2025,2/19/2026,-,E2,CONFORME ,V3,CONFORME,,
9,2/24/2025,I,DAGUIRREG,MIGUEL LEYTON,7530497,0.8,35,KAT,PE250224C0,2/24/2025,2/19/2026,-,E2,CONFORME ,V3,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
9,2/24/2025,II,OVASQUEZC,Kempes C,7530497,0.8,35,KAT,PE250224A0,2/24/2025,2/19/2026,-,E2,CONFORME ,V3,CONFORME,,
9,2/24/2025,II,OVASQUEZC,Kempes C,7530497,0.8,35,KAT,PE250224C0,2/24/2025,2/19/2026,-,E2,CONFORME ,V3,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
9,2/24/2025,III,ECOTRINAO,YURI,7530497,0.8,35,KAT,PE250224A0,2/24/2025,2/19/2026,-,E2,CONFORME ,V3,CONFORME,,
9,2/24/2025,III,ECOTRINAO,YURI,7530497,0.8,35,KAT,PE250224C0,2/24/2025,2/19/2026,-,E2,CONFORME ,V3,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
9,2/25/2025,I,DAGUIRREG,MIGUEL LEYTON,7549054,0.8,35,TER,PE250225A0,2/25/2025,2/20/2026,EXT,E2,CONFORME ,V3,CONFORME,,
9,2/25/2025,I,DAGUIRREG,MIGUEL LEYTON,7530497,0.8,35,KAT,PE250225C0,2/25/2025,2/20/2026,-,E2,CONFORME ,V3,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
9,2/25/2025,II,OVASQUEZC,Kempes C,7549054,0.8,35,TER,PE250225A0,2/25/2025,2/20/2026,EXT,E2,CONFORME ,V3,CONFORME,,
9,2/25/2025,II,OVASQUEZC,Kempes C,7530497,0.8,35,KAT,PE250225C0,2/25/2025,2/20/2026,-,E2,CONFORME ,V3,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
9,2/25/2025,III,ECOTRINAO,YURI,7549054,0.8,35,TER,PE250225A0,2/25/2025,2/20/2026,EXT,E2,CONFORME ,V3,CONFORME,,
9,2/25/2025,III,ECOTRINAO,YURI,7530497,0.8,35,KAT,PE250225C0,2/25/2025,2/20/2026,-,E2,CONFORME ,V3,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
9,2/26/2025,II,DAGUIRREG,MIGUEL LEYTON,7549054,0.8,35,TER,PE250226A0,2/26/2025,2/21/2026,EXT,E2,CONFORME ,V3,CONFORME,,
9,2/26/2025,II,DAGUIRREG,MIGUEL LEYTON,7530497,0.8,35,KAT,PE250226C0,2/26/2025,2/21/2026,-,E2,CONFORME ,V3,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
9,2/26/2025,III,OVASQUEZC,Kempes C,7530497,0.8,35,KAT,PE250226A0,2/26/2025,2/21/2026,-,E2,CONFORME ,V3,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
9,2/27/2025,I,DAGUIRREG,MIGUEL LEYTON,7530497,0.8,35,KAT,PE250227A0,2/27/2025,2/22/2026,-,E2,CONFORME ,V3,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
9,2/27/2025,II,OVASQUEZC,Kempes C,7530497,0.8,35,KAT,PE250227A0,2/27/2025,2/22/2026,-,E2,CONFORME ,V3,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
9,2/27/2025,III,OVASQUEZC,Kempes C,7530497,0.8,35,KAT,PE250227A0,2/27/2025,2/22/2026,-,E2,CONFORME ,V3,CONFORME,,
9,2/27/2025,III,OVASQUEZC,Kempes C,7530497,0.8,35,KAT,PE250227A0,2/27/2025,2/22/2026,-,E2,CONFORME ,V3,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
9,2/28/2025,I,DAGUIRREG,MIGUEL LEYTON,7530497,0.8,35,KAT,PE250228A0,2/28/2025,2/23/2026,-,E2,CONFORME ,V3,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
9,2/28/2025,II,OVASQUEZC,Kempes C,7530497,0.8,35,KAT,PE250228A0,2/28/2025,2/23/2026,-,E2,CONFORME ,V3,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
9,3/01/25,I,DAGUIRREG,MIGUEL LEYTON,7530497,0.8,35,KAT,PE250301A0,3/01/25,2/24/2026,-,E2,CONFORME ,V3,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
9,3/01/25,II,JParedesA,MIGUEL LEYTON,7530497,0.8,35,KAT,PE250301A0,3/01/25,2/24/2026,-,E2,CONFORME ,V3,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
10,3/02/25,I,OVASQUEZC,Kempes C,7530497,0.8,35,KAT,PE250302A0,3/02/25,2/25/2026,-,E2,CONFORME ,V3,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
10,3/02/25,II,JParedesA,MIGUEL LEYTON,7530497,0.8,35,KAT,PE250302A0,3/02/25,2/25/2026,-,E2,CONFORME ,V3,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
10,3/03/25,I,OVASQUEZC,Kempes C,7530497,0.8,35,KAT,PE250303A0,3/03/25,2/26/2026,-,E2,CONFORME ,V3,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
10,3/03/25,II,DAGUIRREG,MIGUEL LEYTON,7530497,0.8,35,KAT,PE250303A0,3/03/25,2/26/2026,-,E2,CONFORME ,V3,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
10,3/03/25,III,DAGUIRREG,MIGUEL LEYTON,7530497,0.8,35,KAT,PE250303A0,3/03/25,2/26/2026,-,E2,CONFORME ,V3,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
 ,,,,,,,,,,, ,,,,-,CONFORME,,
